"c90655a4-5ccb-42d6-b820-9ef9eebbfe85", 0, LS_WALK
"676671f8-2f43-414a-98ae-87600558468c", 1, LS_RUN
"b6e719b0-5fec-497c-9337-bb2bf1a7234f", 2, LS_STOP
"dad8e241-98f0-4551-a77a-cc8c4e4ea275", 3, LS_JUMP_FORWARD
"8ff3275c-10ef-4970-8860-14db6bf47204", 4, LS_POSE
"c6844afd-764b-4783-8956-edeffd716478", 5, LS_FAST_BACK
"9bd9b358-d983-4d9f-8b76-4094029cbf46", 6, LS_TURN_RIGHT
"0c9543ea-0c31-48ff-b7c5-14d65e370eba", 7, LS_TURN_LEFT
"9a4009c0-f458-4cb1-b702-555bdf91d227", 8, LS_DEATH
"579cf3bc-e79b-42c3-a99d-8ce7a8a89cdf", 9, LS_FAST_FALL
"744a37f6-1367-496e-8360-4f3b8df6e183", 10, LS_HANG
"e00e8771-2b2a-4279-9acb-b1a04788d63e", 11, LS_REACH
"e6ac7ef2-9221-4f94-b9bf-c0486148296e", 12, LS_SPLAT
"84c30b8c-c2d6-4df7-bde6-92aba9f75e2b", 13, LS_TREAD
"c1519e04-fb7e-4730-9f5d-027f4aeae825", 14, LS_LAND
"95e0e723-237a-460b-a204-15faea50e6ae", 15, LS_COMPRESS
"b81a9f46-177f-4bda-a9f2-dc059ce964e0", 16, LS_WALK_BACK
"f1d5c0c5-17f6-477a-87e4-f0994f6ea9a9", 17, LS_SWIM
"d822a5b2-1bf1-499e-aa18-68396ad587c6", 18, LS_GLIDE
"d0722597-8342-48fe-8789-ebe5285671d1", 19, LS_PULL_UP
"a65399aa-a47f-4b9a-9326-9a44ddfe9026", 20, LS_FAST_TURN
"34dc3545-761f-4c1f-acc1-e36e729de861", 21, LS_STEP_RIGHT
"82e9e5eb-87e5-4c5f-a8d1-b097eceb74e4", 22, LS_STEP_LEFT
"f63752d3-3a2e-43d5-8cf6-b3249aebd4ef", 23, LS_ROLL_CONT
"7674f3d7-2e2d-4e57-8969-dad626336939", 24, LS_SLIDE
"1381798b-7b9b-4b33-8997-5e210aaac270", 25, LS_JUMP_BACK
"3ada8158-adc3-4a97-ae3f-966449ea15ec", 26, LS_JUMP_RIGHT
"c089cd0c-4307-4494-9b6c-96622aafe7c0", 27, LS_JUMP_LEFT
"5fa71562-4c5e-4107-8375-b92164fee6f3", 28, LS_JUMP_UP
"bff27764-df62-4c0d-a316-fd48b2382ffd", 29, LS_FALL_BACK
"e79b72b9-568a-4a38-8b0f-6e77c401e6d0", 30, LS_SHIMMY_LEFT
"7d5afbb3-0416-4768-ac28-23552dbd161d", 31, LS_SHIMMY_RIGHT
"731c4aec-cd79-4c3c-84ff-08a6860ba63b", 32, LS_SLIDE_BACK
"fefaa9a0-eec5-4b42-8f82-23941bbe46c2", 33, LS_SURF_TREAD
"96a3c6ea-0991-4033-b677-0d0aa4c4ae01", 34, LS_SURF_SWIM
"75cb5297-82ce-4ef5-b60c-690a7fac0624", 35, LS_DIVE
"1c1fb0e2-e9c0-450f-96e9-30b421c9bd55", 36, LS_PUSH_BLOCK
"aac55ce2-38ab-416f-90b5-a435c5773071", 37, LS_PULL_BLOCK
"20ba471e-1b79-4a61-8360-c9e04637bcc7", 38, LS_PP_READY
"95f0732e-a014-4efd-a917-80f3821ee51f", 39, LS_PICKUP
"db22cf7b-ebb9-42fc-adad-3903baeb228b", 40, LS_SWITCH_ON
"7e630f20-cbd4-4aad-8511-cff3909abccd", 41, LS_SWITCH_OFF
"1d02f8fe-5478-4015-b3ba-ac3f581581e3", 42, LS_USE_KEY
"cd6fe8ec-9885-49e7-9567-48f0f4fa9f3f", 43, LS_USE_PUZZLE
"f6364a38-bf4b-4c5e-8bee-d22a00b98ff1", 44, LS_UW_DEATH
"5702fd81-cb92-460a-8f38-28a9836e6004", 45, LS_ROLL
"0aa5664a-60a0-4a69-bf86-0f2c05e2573f", 46, LS_SPECIAL
"caa98dc1-26e7-400a-900f-061130b7a7dd", 47, LS_SURF_BACK
"45132270-dc14-4ba0-94cd-6896373980f7", 48, LS_SURF_LEFT
"54765ed0-5a9e-43c2-91ba-cf44b101e2e1", 49, LS_SURF_RIGHT
"6d839315-2c83-4cbf-b607-d9b0f8f6741e", 50, LS_USE_MIDAS
"e28b30fd-9492-4a9f-9735-7cb5b3c686f0", 51, LS_DIE_MIDAS
"091ed303-25ac-4495-a241-7936b332ecfe", 52, LS_SWAN_DIVE
