0, walk
1, run
2, stop
3, jump_forward
4, pose
5, fast_back
6, turn_right
7, turn_left
8, death
9, fast_fall
10, hang
11, reach
12, splat
13, tread
14, land
15, compress
16, walk_back
17, swim
18, glide
19, pull_up
20, fast_turn
21, step_right
22, step_left
23, roll_cont
24, slide
25, jump_back
26, jump_right
27, jump_left
28, jump_up
29, fall_back
30, shimmy_left
31, shimmy_right
32, slide_back
33, surf_tread
34, surf_swim
35, dive
36, push_block
37, pull_block
38, pp_ready
39, pickup
40, switch_on
41, switch_off
42, use_key
43, use_puzzle
44, uw_death
45, roll
46, special
47, surf_back
48, surf_left
49, surf_right
50, use_midas
51, die_midas
52, swan_dive
53, fast_dive
54, gymnast
55, water_out
56, climb_stance
57, climbing
58, climb_left
59, climb_end
60, climb_right
61, climb_down
62, lara_test1
63, lara_test2
64, lara_test3
65, wade
66, water_roll
67, flare_pickup
68, twist
69, kick
70, zipline
71, crouch_idle
72, crouch_roll
73, sprint
74, sprint_roll
75, monkey_idle
76, monkey_forward
77, monkey_left
78, monkey_right
79, monkey_roll
80, crawl_idle
81, crawl_forward
82, monkey_turn_left
83, monkey_turn_right
84, crawl_turn_left
85, crawl_turn_right
86, crawl_back
87, climb_to_crawl
88, crawl_to_climb
89, controlled
90, responsive
91, neutral_roll
92, pose_start
93, pose_end
94, pose_left
95, pose_right
96, crawl_jump_down
97, crouch_turn_left
98, crouch_turn_right
99, fast_pickup
100, fast_pull_block
101, fast_push_block
102, plinth_low_pickup
103, plinth_high_pickup
104, shimmy_outer_left
105, shimmy_outer_right
106, shimmy_inner_left
107, shimmy_inner_right
108, rope_left
109, rope_right
110, block_switch
111, lift_trapdoor
112, pull_trapdoor
113, turn_switch
114, cog_switch
115, rail_switch
116, hidden_pickup
117, pole_idle
118, pole_up
119, pole_down
120, pole_left
121, pole_right
122, pulley
123, rope_idle
124, rope_climb
125, rope_slide
126, rope_forward
127, rope_back
128, rope_forward_soft_unused
129, push_doors
130, lift_death
131, crowbar_pickup
132, quick_turn
133, fast_shimmy_left
134, fast_shimmy_right
135, fast_pull_up
