0,   SFX_LARA_FOOTSTEP
2,   SFX_LARA_NO
3,   SFX_LARA_SLIDING
4,   SFX_LARA_LAND
6,   SFX_LARA_DRAW
7,   SFX_LARA_HOLSTER
8,   SFX_LARA_PISTOLS
9,   SFX_LARA_RELOAD
10,  SFX_LARA_RICOCHET
23,  SFX_UPV_HARPOON
27,  SFX_LARA_BODYSL
30,  SFX_LARA_FALL
31,  SFX_LARA_INJURY
33,  SFX_LARA_SPLASH
34,  SFX_LARA_GET_OUT
36,  SFX_LARA_BREATH
37,  SFX_LARA_BUBBLES
39,  SFX_LARA_KEY
41,  SFX_LARA_GENERAL_DEATH
43,  SFX_LARA_UZI_FIRE
44,  SFX_LARA_UZI_STOP
45,  SFX_LARA_SHOTGUN
48,  SFX_CLICK
49,  SFX_LARA_SHOTGUN_SHELL
50,  SFX_LARA_BULLETHIT
53,  SFX_LARA_FALL_DEATH
56,  SFX_LARA_FLESH_WOUND
60,  SFX_UNDERWATER
66,  SFX_ROCK_FALL_CRUMBLE
67,  SFX_ROCK_FALL_LAND
69,  SFX_ICICLE
70,  SFX_LARA_THUD
70,  SFX_PUSHBLOCK_LAND
72,  SFX_LONDON_SWAT_FIRE
76,  SFX_BLAST_CIRCLE
77,  SFX_ROCKET_FIRE
78,  SFX_MP5_FIRE
79,  SFX_WATERFALL_LOOP
105, SFX_EXPLOSION_1
105, SFX_GUN_FIRE_EXPLOSION
106, SFX_EXPLOSION_2
107, SFX_EARTHQUAKE_LOOP
108, SFX_MENU_ROTATE
109, SFX_MENU_CHOOSE
109, SFX_MENU_LARA_HOME
111, SFX_MENU_SPININ
112, SFX_MENU_SPINOUT
113, SFX_MENU_STOPWATCH
114, SFX_MENU_GUNS
115, SFX_MENU_PASSPORT
116, SFX_MENU_MEDI
119, SFX_TARGET_HITS
120, SFX_TARGET_SMASH
121, SFX_LARA_DESERT_EAGLE
131, SFX_CLEANER_FUSEBOX
137, SFX_AMERICAN_SWAT_FIRE
147, SFX_SPIKE_WALL
147, SFX_ROLLING_BALL_1_ROLL
147, SFX_ROLLING_BALL_4_ROLL
148, SFX_TRAIN_LOOP
149, SFX_LOWERING_BLOCK
150, SFX_LOOP_FOR_SMALL_FIRES
153, SFX_QUAD_IDLE
155, SFX_QUAD_MOVE
157, SFX_BATS_1
163, SFX_FLOOD
182, SFX_THUNDER
191, SFX_CLEANER_LOOP
195, SFX_RIB_IDLE
197, SFX_RIB_MOVING
202, SFX_QUAD_FRONT_IMPACT
204, SFX_FLAME_THROWER_LOOP
208, SFX_ALARM_1
209, SFX_MINE_CART_TRACK_LOOP
210, SFX_MINE_CART_PULLY_LOOP
211, SFX_MINE_CART_CLUNK_START
212, SFX_SAVE_CRYSTAL
214, SFX_SHUTTERS_BREAK
215, SFX_UNDERWATER_FAN_ON
216, SFX_UNDERWATER_FAN_OFF
219, SFX_MINE_CART_SREECH_BRAKE
220, SFX_SPANNER_CLUNK
247, SFX_BLOWPIPE_BLOW
257, SFX_HUGE_ROCKET_LOOP
258, SFX_SHIVA_SWORD_1
259, SFX_SHIVA_SWORD_2
280, SFX_ZIPLINE_GO
281, SFX_ZIPLINE_STOP
285, SFX_LARA_FLARE_IGNITE
288, SFX_FOOTSTEPS_MUD
289, SFX_FOOTSTEPS_ICE
290, SFX_FOOTSTEPS_GRAVEL
291, SFX_FOOTSTEPS_SAND_OR_GRASS
292, SFX_FOOTSTEPS_WOOD
293, SFX_FOOTSTEPS_SNOW
294, SFX_FOOTSTEPS_METAL
299, SFX_ENGLISH_HOY
300, SFX_AMERICAN_HOY
305, SFX_SECURITY_GUARD_FIRE
318, SFX_MACAQUE_ROLL
325, SFX_BLOWPIPE_BLOW
334, SFX_DOORBELL
335, SFX_BURGLAR_ALARM
336, SFX_BOAT_ENGINE
340, SFX_LARA_POLE_LOOP
343, SFX_SPIKES
344, SFX_SAND_LOOP
346, SFX_UPV_LOOP
347, SFX_UPV_START
348, SFX_UPV_STOP
351, SFX_LARA_ROPE_CREAK
352, SFX_SOPHIA_SUMMON
353, SFX_SOPHIA_TAKE_HIT
354, SFX_SOPHIA_SUMMON_NOT
361, SFX_TRIBOSS_TAKE_HIT
362, SFX_TRIBOSS_TURN_CHAIR
370, SFX_LARA_BAREFOOT
371, SFX_LARA_BAREFOOT_LAND
