0,   LA_RUN
1,   LA_WALK_FORWARD
2,   LA_WALK_STOP_RIGHT
3,   LA_WALK_STOP_LEFT
4,   LA_WALK_TO_RUN_RIGHT
5,   LA_WALK_TO_RUN_LEFT
6,   LA_RUN_START
7,   LA_RUN_TO_WALK_RIGHT
8,   LA_RUN_TO_STAND_LEFT
9,   LA_RUN_TO_WALK_LEFT
10,  LA_RUN_TO_STAND_RIGHT
11,  LA_STAND_STILL
12,  LA_TURN_RIGHT_SLOW
13,  LA_TURN_LEFT_SLOW
14,  LA_JUMP_FORWARD_LAND_START_UNUSED
15,  LA_JUMP_FORWARD_LAND_END_UNUSED
16,  LA_RUN_JUMP_RIGHT_START
17,  LA_RUN_JUMP_RIGHT_CONTINUE
18,  LA_RUN_JUMP_LEFT_START
19,  LA_RUN_JUMP_LEFT_CONTINUE
20,  LA_WALK_FORWARD_START
21,  LA_WALK_FORWARD_START_CONTINUE
22,  LA_JUMP_FORWARD_TO_FREEFALL
23,  LA_FREEFALL
24,  LA_FREEFALL_LAND
25,  LA_FREEFALL_LAND_DEATH
26,  LA_STAND_TO_JUMP_UP
27,  LA_STAND_TO_JUMP_UP_CONTINUE
28,  LA_JUMP_UP
29,  LA_JUMP_UP_TO_HANG_UNUSED
30,  LA_JUMP_UP_TO_FREEFALL
31,  LA_JUMP_UP_LAND
32,  LA_SMASH_JUMP
33,  LA_SMASH_JUMP_CONTINUE
34,  LA_FALL_START
35,  LA_FALL
36,  LA_FALL_TO_FREEFALL
37,  LA_HANG_TO_FREEFALL
38,  LA_WALK_BACK_END_RIGHT
39,  LA_WALK_BACK_END_LEFT
40,  LA_WALK_BACK
41,  LA_WALK_BACK_START
42,  LA_CLIMB_3CLICK
43,  LA_CLIMB_3CLICK_END_TO_RUN
44,  LA_TURN_RIGHT
45,  LA_JUMP_FORWARD_TO_FREEFALL_2
46,  LA_REACH_TO_FREEFALL
47,  LA_ROLL_ALTERNATE
48,  LA_ROLL_END_ALTERNATE
49,  LA_JUMP_FORWARD_END_TO_FREEFALL
50,  LA_CLIMB_2CLICK
51,  LA_CLIMB_2CLICK_END
52,  LA_CLIMB_2CLICK_END_TO_RUN
53,  LA_WALL_SMASH_LEFT
54,  LA_WALL_SMASH_RIGHT
55,  LA_RUN_UP_STEP_RIGHT
56,  LA_RUN_UP_STEP_LEFT
57,  LA_WALK_UP_STEP_RIGHT
58,  LA_WALK_UP_STEP_LEFT
59,  LA_WALK_DOWN_LEFT
60,  LA_WALK_DOWN_RIGHT
61,  LA_WALK_DOWN_BACK_LEFT
62,  LA_WALK_DOWN_BACK_RIGHT
63,  LA_WALL_SWITCH_DOWN
64,  LA_WALL_SWITCH_UP
65,  LA_SIDE_STEP_LEFT
66,  LA_SIDE_STEP_LEFT_END
67,  LA_SIDE_STEP_RIGHT
68,  LA_SIDE_STEP_RIGHT_END
69,  LA_ROTATE_LEFT
70,  LA_SLIDE_FORWARD
71,  LA_SLIDE_FORWARD_END
72,  LA_SLIDE_FORWARD_STOP
73,  LA_STAND_TO_JUMP
74,  LA_JUMP_BACK_START
75,  LA_JUMP_BACK
76,  LA_JUMP_FORWARD_START
77,  LA_JUMP_FORWARD
78,  LA_JUMP_LEFT_START
79,  LA_JUMP_LEFT
80,  LA_JUMP_RIGHT_START
81,  LA_JUMP_RIGHT
82,  LA_LAND
83,  LA_JUMP_BACK_TO_FREEFALL
84,  LA_JUMP_LEFT_TO_FREEFALL
85,  LA_JUMP_RIGHT_TO_FREEFALL
86,  LA_UNDERWATER_SWIM_FORWARD
87,  LA_UNDERWATER_SWIM_FORWARD_DRIFT
88,  LA_SMALL_JUMP_BACK_START
89,  LA_SMALL_JUMP_BACK
90,  LA_SMALL_JUMP_BACK_END
91,  LA_JUMP_UP_START
